File,NumProperties,TotalSize,AvgSize,AvgAtomicComplexity,AvgNumAtoms,AvgSimpleAtoms,AvgComparisonAtoms,AvgBooleanAtoms
ARMCacheCoherence-PT-none,16,115,7.1875,3.9375,3.1875,0,1.3125,0.4375
ASLink-PT-01a,16,123,7.6875,3.875,4.1875,0,1,0.625
ASLink-PT-01b,16,111,6.9375,4.3125,4.1875,0,1.3125,0.5625
ASLink-PT-02a,16,122,7.625,3.375,4.0625,0,0.9375,0.5
ASLink-PT-02b,16,136,8.5,4.125,4.3125,0,1.3125,0.5
ASLink-PT-03a,16,170,10.625,5.6875,5.5,0,1.25,1.0625
ASLink-PT-03b,16,167,10.4375,5.5625,5.125,0,1.1875,1.0625
ASLink-PT-04a,16,124,7.75,4.0625,3.9375,0,1.375,0.4375
ASLink-PT-04b,16,136,8.5,5.25,5,0,1.6875,0.625
ASLink-PT-05a,16,109,6.8125,4.125,3.375,0,1.125,0.625
ASLink-PT-05b,16,150,9.375,5.0625,5.375,0,1.3125,0.8125
ASLink-PT-06a,16,121,7.5625,4.8125,4.6875,0,1.375,0.6875
ASLink-PT-06b,16,136,8.5,5.1875,5.4375,0,1.375,0.8125
ASLink-PT-07a,16,121,7.5625,3.8125,4.3125,0,0.875,0.6875
ASLink-PT-07b,16,215,13.4375,7,8,0,1.4375,1.375
ASLink-PT-08a,16,118,7.375,4.0625,3.8125,0,1.1875,0.5625
ASLink-PT-08b,16,122,7.625,4.6875,4.5,0,1.3125,0.6875
ASLink-PT-09a,16,107,6.6875,3.625,3.625,0,1.25,0.375
ASLink-PT-09b,16,146,9.125,5.0625,4.8125,0,1.125,0.9375
ASLink-PT-10a,16,161,10.0625,6.25,6.3125,0,1.625,1
ASLink-PT-10b,16,157,9.8125,5.6875,5.3125,0,1.4375,0.9375
AirplaneLD-COL-0010,16,132,8.25,4.25,4.3125,0,0.8125,0.875
AirplaneLD-COL-0020,16,121,7.5625,4.6875,3.4375,0,1.3125,0.6875
AirplaneLD-COL-0050,16,110,6.875,3.9375,3.375,0,0.9375,0.6875
AirplaneLD-COL-0100,16,123,7.6875,4.5625,4,0,1.625,0.4375
AirplaneLD-COL-0200,16,126,7.875,4.6875,3.75,0,1.125,0.8125
AirplaneLD-COL-0500,16,100,6.25,3.625,2.8125,0,1.0625,0.5
AirplaneLD-COL-1000,16,109,6.8125,3.625,2.5625,0,1.25,0.375
AirplaneLD-COL-2000,16,137,8.5625,4.25,4.125,0,1.1875,0.625
AirplaneLD-COL-4000,16,141,8.8125,5.0625,4.4375,0,1.125,0.9375
AirplaneLD-PT-0010,16,115,7.1875,4.125,3.4375,0,1.125,0.625
AirplaneLD-PT-0020,16,144,9,5.3125,4.5,0,1.4375,0.8125
AirplaneLD-PT-0050,16,106,6.625,3.875,3.25,0,1.1875,0.5
AirplaneLD-PT-0100,16,106,6.625,4.25,4.0625,0,1.1875,0.625
AirplaneLD-PT-0200,16,145,9.0625,4.75,4.75,0,1.25,0.75
AirplaneLD-PT-0500,16,105,6.5625,3.5625,2.9375,0,0.9375,0.5625
AirplaneLD-PT-1000,16,135,8.4375,4.8125,3.8125,0,1.375,0.6875
AirplaneLD-PT-2000,16,133,8.3125,5,4.3125,0,1.9375,0.375
AirplaneLD-PT-4000,16,126,7.875,4.75,4.875,0,1.25,0.75
Angiogenesis-PT-01,16,144,9,5,4.8125,0,1.5625,0.625
Angiogenesis-PT-05,16,89,5.5625,3.3125,2.9375,0,1,0.4375
Angiogenesis-PT-10,16,160,10,5.75,4.9375,0,1.5625,0.875
Angiogenesis-PT-15,16,140,8.75,4,5,0,0.875,0.75
Angiogenesis-PT-20,16,137,8.5625,5.0625,4.25,0,1.5,0.6875
Angiogenesis-PT-25,16,115,7.1875,4.375,4.3125,0,1.0625,0.75
Angiogenesis-PT-50,16,109,6.8125,4.125,3.75,0,1.3125,0.5
AutoFlight-PT-01a,16,123,7.6875,5.5625,4.25,0,1.5625,0.8125
AutoFlight-PT-01b,16,129,8.0625,5.375,4.5625,0,1.9375,0.5
AutoFlight-PT-02a,16,105,6.5625,3.75,3.1875,0,0.9375,0.625
AutoFlight-PT-02b,16,112,7,4.0625,4.625,0,1.1875,0.5625
AutoFlight-PT-03a,16,130,8.125,4.6875,4.375,0,1.6875,0.4375
AutoFlight-PT-03b,16,163,10.1875,6.0625,5.3125,0,1.625,0.9375
AutoFlight-PT-04a,16,130,8.125,4.3125,4.5625,0,1.3125,0.5625
AutoFlight-PT-04b,16,136,8.5,5.0625,4.625,0,1.3125,0.8125
AutoFlight-PT-05a,16,153,9.5625,5.6875,5.0625,0,1.8125,0.6875
AutoFlight-PT-05b,16,142,8.875,4.5,4.875,0,1.125,0.75
AutoFlight-PT-06a,16,154,9.625,5.25,4.8125,0,1.3125,0.875
AutoFlight-PT-06b,16,139,8.6875,4.9375,4.9375,0,1.4375,0.6875
AutoFlight-PT-12a,16,149,9.3125,5.1875,5.125,0,1.375,0.8125
AutoFlight-PT-12b,16,138,8.625,4.8125,4.6875,0,1.375,0.6875
AutoFlight-PT-24a,16,142,8.875,5.1875,5.0625,0,1.375,0.8125
AutoFlight-PT-24b,16,136,8.5,4.5625,5.5,0,1.25,0.6875
AutoFlight-PT-48a,16,133,8.3125,5.3125,5.375,0,1.4375,0.8125
AutoFlight-PT-48b,16,126,7.875,4.3125,3.75,0,1.125,0.6875
AutoFlight-PT-96a,16,120,7.5,4.0625,4.25,0,1,0.6875
AutoFlight-PT-96b,16,138,8.625,5.625,4.6875,0,1.875,0.625
BART-COL-002,16,122,7.625,4.4375,2.4375,0,1.375,0.5625
BART-COL-005,16,117,7.3125,4,2.625,0,1.0625,0.625
BART-COL-010,16,143,8.9375,5.6875,2.5,0,1.4375,0.9375
BART-COL-020,16,136,8.5,5.25,2.75,0,1.6875,0.625
BART-COL-030,16,112,7,4.375,2.5625,0,1.0625,0.75
BART-COL-040,16,130,8.125,4.0625,2.4375,0,1,0.6875
BART-COL-050,16,92,5.75,3.125,1.875,0,1,0.375
BART-COL-060,16,89,5.5625,3.3125,1.75,0,1.5625,0.0625
BART-PT-002,16,98,6.125,4.25,2.3125,0,1.5625,0.375
