File,NumProperties,TotalSize,AvgSize,AvgAtomicComplexity,AvgNumAtoms,AvgSimpleAtoms,AvgComparisonAtoms,AvgBooleanAtoms
ARMCacheCoherence-PT-none,16,144,9,4.625,4.6875,0,1,0.875
ASLink-PT-01a,16,134,8.375,5,4.9375,0,1.375,0.75
ASLink-PT-01b,16,112,7,4,4,0,1.25,0.5
ASLink-PT-02a,16,138,8.625,5.1875,4.5625,0,1.375,0.8125
ASLink-PT-02b,16,149,9.3125,5.75,5.625,0,1.375,1
ASLink-PT-03a,16,146,9.125,4.9375,4.9375,0,1.25,0.8125
ASLink-PT-03b,16,127,7.9375,4.5,3.75,0,1.5,0.5
ASLink-PT-04a,16,152,9.5,4.9375,5.25,0,1.4375,0.6875
ASLink-PT-04b,16,162,10.125,6.125,5.5,0,1.9375,0.75
ASLink-PT-05a,16,201,12.5625,6.6875,7,0,1.75,1.0625
ASLink-PT-05b,16,96,6,3.75,3.75,0,1.3125,0.375
ASLink-PT-06a,16,108,6.75,4.1875,3.5,0,1.4375,0.4375
ASLink-PT-06b,16,129,8.0625,4.75,4.1875,0,1.25,0.75
ASLink-PT-07a,16,94,5.875,3.3125,3.5625,0,1,0.4375
ASLink-PT-07b,16,124,7.75,3.9375,4.4375,0,0.9375,0.6875
ASLink-PT-08a,16,127,7.9375,4.5,4.375,0,1.3125,0.625
ASLink-PT-08b,16,139,8.6875,5.3125,5,0,1.4375,0.8125
ASLink-PT-09a,16,136,8.5,4.75,4.5,0,1.25,0.75
ASLink-PT-09b,16,139,8.6875,5.125,4.6875,0,1.625,0.625
ASLink-PT-10a,16,128,8,5.125,4.625,0,1.8125,0.5
ASLink-PT-10b,16,144,9,5,4.75,0,1.375,0.75
AirplaneLD-COL-0010,16,110,6.875,4.3125,3.6875,0,1.3125,0.5625
AirplaneLD-COL-0020,16,126,7.875,3.9375,3.5625,0,1.125,0.5625
AirplaneLD-COL-0050,16,165,10.3125,6.125,4.6875,0,1.5625,1
