File,NumProperties,TotalSize,AvgSize,AvgAtomicComplexity,AvgNumAtoms,AvgSimpleAtoms,AvgComparisonAtoms,AvgBooleanAtoms
ARMCacheCoherence-PT-none,16,434,27.125,16.125,10.875,0,5.8125,1.5
ASLink-PT-01a,16,429,26.8125,13.6875,10.3125,0,4.125,1.8125
ASLink-PT-01b,16,335,20.9375,11.25,8.1875,0,4.125,1
ASLink-PT-02a,16,501,31.3125,17.6875,12.4375,0,6.3125,1.6875
ASLink-PT-02b,16,394,24.625,12.6875,9.625,0,4.375,1.3125
ASLink-PT-03a,16,369,23.0625,11.875,8.9375,0,4.25,1.125
ASLink-PT-03b,16,299,18.6875,10.8125,8.1875,0,3.625,1.1875
ASLink-PT-04a,16,312,19.5,10.5625,7.25,0,3.875,0.9375
ASLink-PT-04b,16,411,25.6875,13.25,10,0,4.375,1.5
ASLink-PT-05a,16,341,21.3125,11.4375,8,0,4.3125,0.9375
ASLink-PT-05b,16,381,23.8125,12.5625,9.25,0,3.9375,1.5625
ASLink-PT-06a,16,401,25.0625,13.9375,10.0625,0,4.25,1.8125
ASLink-PT-06b,16,337,21.0625,11.4375,8.5,0,3.75,1.3125
ASLink-PT-07a,16,455,28.4375,15.875,11.4375,0,5.5,1.625
ASLink-PT-07b,16,318,19.875,11,8.875,0,3.625,1.25
ASLink-PT-08a,16,431,26.9375,14.1875,11.0625,0,4.9375,1.4375
ASLink-PT-08b,16,364,22.75,12.0625,9.0625,0,4.25,1.1875
ASLink-PT-09a,16,602,37.625,20.5625,15.375,0,6.625,2.4375
ASLink-PT-09b,16,489,30.5625,16.75,12.9375,0,5.375,2
ASLink-PT-10a,16,508,31.75,16.375,13.125,0,5.1875,2
ASLink-PT-10b,16,344,21.5,11.6875,8.5,0,4.4375,0.9375
AirplaneLD-COL-0010,16,370,23.125,12.6875,7.0625,0,4.375,1.3125
AirplaneLD-COL-0020,16,399,24.9375,13.0625,7.25,0,4.375,1.4375
AirplaneLD-COL-0050,16,601,37.5625,19.875,9.3125,0,6.375,2.375
AirplaneLD-COL-0100,16,473,29.5625,15.25,7.9375,0,5.5625,1.375
AirplaneLD-COL-0200,16,336,21,11.0625,6,0,3.5625,1.3125
AirplaneLD-COL-0500,16,247,15.4375,7.1875,4.6875,0,2.5625,0.6875
AirplaneLD-COL-1000,16,344,21.5,11.9375,6.25,0,4.375,1.0625
AirplaneLD-COL-2000,16,329,20.5625,10.8125,5.8125,0,3.4375,1.3125
AirplaneLD-COL-4000,16,409,25.5625,14.6875,7.625,0,5,1.5625
AirplaneLD-PT-0010,16,295,18.4375,10.25,6.25,0,3.0625,1.375
AirplaneLD-PT-0020,16,354,22.125,11.4375,8.0625,0,4.125,1.0625
AirplaneLD-PT-0050,16,547,34.1875,18.9375,11,0,6,2.3125
AirplaneLD-PT-0100,16,480,30,15.75,9.5625,0,5.4375,1.625
AirplaneLD-PT-0200,16,350,21.875,12.1875,8.5625,0,3.75,1.5625
AirplaneLD-PT-0500,16,368,23,11.5625,8.125,0,4,1.1875
AirplaneLD-PT-1000,16,453,28.3125,15.5625,9.8125,0,5.625,1.4375
AirplaneLD-PT-2000,16,380,23.75,12.375,8,0,4.125,1.375
AirplaneLD-PT-4000,16,304,19,10.5625,6.5,0,3.6875,1.0625
Angiogenesis-PT-01,16,287,17.9375,9.6875,6.1875,0,3.4375,0.9375
Angiogenesis-PT-05,16,397,24.8125,13.75,9.0625,0,4.4375,1.625
Angiogenesis-PT-10,16,524,32.75,16.875,9.4375,0,5.8125,1.75
Angiogenesis-PT-15,16,405,25.3125,13.0625,8.3125,0,4,1.6875
Angiogenesis-PT-20,16,269,16.8125,8.8125,5.5625,0,3,0.9375
Angiogenesis-PT-25,16,372,23.25,12.0625,7.6875,0,4.0625,1.3125
Angiogenesis-PT-50,16,408,25.5,12.6875,7.3125,0,4.375,1.3125
AutoFlight-PT-01a,16,386,24.125,13.4375,7.5625,0,4.5625,1.4375
AutoFlight-PT-01b,16,412,25.75,14.8125,9.625,0,5.0625,1.5625
AutoFlight-PT-02a,16,363,22.6875,10.875,8,0,3.75,1.125
AutoFlight-PT-02b,16,493,30.8125,17.75,13.125,0,5.6875,2.125
AutoFlight-PT-03a,16,495,30.9375,15.8125,11.625,0,5,1.9375
AutoFlight-PT-03b,16,565,35.3125,19.375,14.375,0,6.6875,2
AutoFlight-PT-04a,16,494,30.875,15.8125,10.9375,0,5,1.9375
AutoFlight-PT-04b,16,325,20.3125,11.3125,8.5625,0,3.6875,1.3125
AutoFlight-PT-05a,16,409,25.5625,13.3125,9.8125,0,4.5,1.4375
AutoFlight-PT-05b,16,471,29.4375,15.5625,11.0625,0,5.0625,1.8125
AutoFlight-PT-06a,16,334,20.875,11.1875,8.0625,0,4,1.0625
AutoFlight-PT-06b,16,442,27.625,15.25,10.5,0,5,1.75
AutoFlight-PT-12a,16,434,27.125,15.3125,10.8125,0,5.3125,1.5625
AutoFlight-PT-12b,16,369,23.0625,13.25,9.6875,0,4.5625,1.375
AutoFlight-PT-24a,16,370,23.125,12.6875,9.25,0,4.75,1.0625
AutoFlight-PT-24b,16,467,29.1875,15.75,11.9375,0,5.625,1.5
AutoFlight-PT-48a,16,407,25.4375,13.375,9.875,0,5.1875,1
AutoFlight-PT-48b,16,607,37.9375,20.125,15.4375,0,6.3125,2.5
AutoFlight-PT-96a,16,413,25.8125,14.25,10.3125,0,4.875,1.5
AutoFlight-PT-96b,16,451,28.1875,15.1875,12.0625,0,5.0625,1.6875
AutonomousCar-PT-01a,16,375,23.4375,12.6875,7.1875,0,4.1875,1.4375
AutonomousCar-PT-01b,16,535,33.4375,18.5625,12.5625,0,6.375,1.9375
AutonomousCar-PT-02a,16,288,18,9.5625,5.6875,0,3.375,0.9375
AutonomousCar-PT-02b,16,421,26.3125,14.3125,9.875,0,4.8125,1.5625
AutonomousCar-PT-03a,16,326,20.375,10.5,7.3125,0,3.375,1.25
AutonomousCar-PT-03b,16,446,27.875,14.125,10.5625,0,4.0625,2
AutonomousCar-PT-04a,16,292,18.25,8.375,6.3125,0,2.6875,1
AutonomousCar-PT-04b,16,347,21.6875,11.6875,8.375,0,4.25,1.0625
AutonomousCar-PT-05a,16,371,23.1875,12.625,7.6875,0,4.0625,1.5
AutonomousCar-PT-05b,16,304,19,9.6875,7.1875,0,3.25,1.0625
AutonomousCar-PT-06a,16,470,29.375,16.0625,10,0,4.5625,2.3125
AutonomousCar-PT-06b,16,277,17.3125,8.5,5.5,0,2.9375,0.875
AutonomousCar-PT-07a,16,443,27.6875,14.1875,9.1875,0,5.125,1.3125
AutonomousCar-PT-07b,16,423,26.4375,14.125,10.625,0,4.625,1.625
AutonomousCar-PT-08a,16,364,22.75,11.625,8.1875,0,3.375,1.625
AutonomousCar-PT-08b,16,477,29.8125,17.25,12.5625,0,6.1875,1.625
AutonomousCar-PT-09a,16,413,25.8125,14.1875,9.625,0,4.5625,1.6875
AutonomousCar-PT-09b,16,344,21.5,12,9.5625,0,4.125,1.25
AutonomousCar-PT-10a,16,601,37.5625,20.8125,13.4375,0,6.5625,2.5625
AutonomousCar-PT-10b,16,391,24.4375,13.875,10.25,0,4.6875,1.5
BART-COL-002,16,327,20.4375,11.4375,2.5,0,3.5625,1.4375
BART-COL-005,16,330,20.625,10.6875,3,0,3.5625,1.1875
BART-COL-010,16,307,19.1875,10.5,2.9375,0,3.5625,1.125
BART-COL-020,16,485,30.3125,16.9375,3.5,0,5.375,2.0625
BART-COL-030,16,583,36.4375,20.0625,3.8125,0,5.8125,2.8125
BART-COL-040,16,406,25.375,12.6875,3.1875,0,4.1875,1.4375
BART-COL-050,16,402,25.125,13.6875,3.1875,0,4.3125,1.6875
BART-COL-060,16,234,14.625,7.5625,2.5,0,2.5625,0.8125
BART-PT-002,16,327,20.4375,10.875,5.6875,0,3.9375,1
BART-PT-005,16,310,19.375,8.6875,5.75,0,2.9375,0.9375
BART-PT-010,16,311,19.4375,10.125,5.25,0,3.5625,1
BART-PT-020,16,465,29.0625,15.625,6.75,0,5.1875,1.75
BART-PT-030,16,560,35,18.75,6,0,5.625,2.5
BART-PT-040,16,330,20.625,10.8125,5.0625,0,3.625,1.1875
BART-PT-050,16,332,20.75,10.9375,5.4375,0,3.5,1.3125
BART-PT-060,16,381,23.8125,12.75,7.4375,0,3.9375,1.625
BridgeAndVehicles-COL-V04P05N02,16,435,27.1875,15.25,7.4375,0,5,1.75
BridgeAndVehicles-COL-V10P10N10,16,473,29.5625,16.0625,7.25,0,4.9375,2.0625
BridgeAndVehicles-COL-V20P10N10,16,364,22.75,12.125,5.875,0,3.8125,1.5
BridgeAndVehicles-COL-V20P10N20,16,360,22.5,12.75,5.6875,0,4.5,1.25
BridgeAndVehicles-COL-V20P10N50,16,338,21.125,11.375,6,0,3.625,1.375
BridgeAndVehicles-COL-V20P20N10,16,290,18.125,9.9375,5.125,0,3.375,1.0625
BridgeAndVehicles-COL-V20P20N20,16,433,27.0625,14.0625,7.25,0,4.875,1.4375
BridgeAndVehicles-COL-V20P20N50,16,410,25.625,12.75,6.5625,0,4.6875,1.125
BridgeAndVehicles-COL-V50P20N10,16,371,23.1875,11.75,6,0,3.4375,1.625
BridgeAndVehicles-COL-V50P20N20,16,411,25.6875,14.0625,6.6875,0,4.875,1.4375
BridgeAndVehicles-COL-V50P20N50,16,415,25.9375,15.4375,7.1875,0,5.75,1.3125
BridgeAndVehicles-COL-V50P50N10,16,448,28,15.4375,6,0,5.5625,1.4375
BridgeAndVehicles-COL-V50P50N20,16,371,23.1875,12.0625,6.3125,0,4.25,1.1875
BridgeAndVehicles-COL-V50P50N50,16,262,16.375,8.125,5.125,0,2.9375,0.75
BridgeAndVehicles-COL-V80P20N10,16,309,19.3125,10.5,5.75,0,3.75,1
BridgeAndVehicles-COL-V80P20N20,16,442,27.625,14.75,7.375,0,4.75,1.75
BridgeAndVehicles-COL-V80P20N50,16,432,27,14.3125,6.9375,0,4.625,1.6875
BridgeAndVehicles-COL-V80P50N10,16,337,21.0625,12.0625,5.75,0,4.8125,0.8125
BridgeAndVehicles-COL-V80P50N20,16,384,24,12.5625,6.6875,0,4.5,1.1875
BridgeAndVehicles-COL-V80P50N50,16,328,20.5,10.25,5,0,3.4375,1.125
BridgeAndVehicles-PT-V04P05N02,16,476,29.75,16,8.5625,0,5.5625,1.625
BridgeAndVehicles-PT-V10P10N10,16,444,27.75,16,8.75,0,5.5625,1.625
BridgeAndVehicles-PT-V20P10N10,16,389,24.3125,12.375,7.75,0,3.9375,1.5
BridgeAndVehicles-PT-V20P10N20,16,378,23.625,14.1875,7.4375,0,4.75,1.5625
BridgeAndVehicles-PT-V20P10N50,16,567,35.4375,19.5,11.875,0,6,2.5
BridgeAndVehicles-PT-V20P20N10,16,300,18.75,10.875,7.0625,0,3.75,1.125
BridgeAndVehicles-PT-V20P20N20,16,436,27.25,14.375,8.375,0,4.375,1.875
BridgeAndVehicles-PT-V20P20N50,16,350,21.875,11.3125,6.5,0,3.6875,1.3125
BridgeAndVehicles-PT-V50P20N10,16,299,18.6875,10.375,5.875,0,3.5,1.125
BridgeAndVehicles-PT-V50P20N20,16,483,30.1875,16.25,8.5,0,5.5,1.75
BridgeAndVehicles-PT-V50P20N50,16,285,17.8125,10.75,5.5,0,4.25,0.75
BridgeAndVehicles-PT-V50P50N10,16,403,25.1875,13.4375,8.25,0,4.9375,1.1875
BridgeAndVehicles-PT-V50P50N20,16,376,23.5,12.625,6.5625,0,4.25,1.375
BridgeAndVehicles-PT-V50P50N50,16,324,20.25,11.1875,7.6875,0,3.625,1.3125
BridgeAndVehicles-PT-V80P20N10,16,422,26.375,14.1875,9.0625,0,4.375,1.8125
